date,hospital,ed_arrivals,day_of_week,month,year,is_weekend,set,ed_arrivals_test_naive,ed_arrivals_pred_naive,ed_arrivals_test_ets,ed_arrivals_pred_ets
2020-05-27,MHN Fenway,1,2,5,2020,0,train,,,,
2020-06-05,MHN Fenway,2,4,6,2020,0,train,,,,
2020-06-12,MHN Fenway,1,4,6,2020,0,train,,,,
2020-06-15,MHN Fenway,1,0,6,2020,0,train,,,,
2020-06-18,MHN Fenway,1,3,6,2020,0,train,,,,
2020-06-21,MHN Fenway,1,6,6,2020,1,train,,,,
2020-06-24,MHN Fenway,2,2,6,2020,0,train,,,,
2020-06-30,MHN Fenway,1,1,6,2020,0,train,,,,
2020-07-01,MHN Fenway,1,2,7,2020,0,train,,,,
2020-07-06,MHN Fenway,2,0,7,2020,0,train,,,,
2020-07-11,MHN Fenway,1,5,7,2020,1,train,,,,
2020-07-16,MHN Fenway,1,3,7,2020,0,train,,,,
2020-07-22,MHN Fenway,1,2,7,2020,0,train,,,,
2020-07-26,MHN Fenway,2,6,7,2020,1,train,,,,
2020-07-29,MHN Fenway,2,2,7,2020,0,train,,,,
2020-08-01,MHN Fenway,2,5,8,2020,1,train,,,,
2020-08-04,MHN Fenway,1,1,8,2020,0,train,,,,
2020-08-05,MHN Fenway,1,2,8,2020,0,train,,,,
2020-08-09,MHN Fenway,1,6,8,2020,1,train,,,,
2020-08-10,MHN Fenway,1,0,8,2020,0,train,,,,
2020-08-12,MHN Fenway,1,2,8,2020,0,train,,,,
2020-08-16,MHN Fenway,1,6,8,2020,1,train,,,,
2020-08-18,MHN Fenway,1,1,8,2020,0,train,,,,
2020-08-19,MHN Fenway,1,2,8,2020,0,train,,,,
2020-08-20,MHN Fenway,1,3,8,2020,0,train,,,,
2020-08-28,MHN Fenway,3,4,8,2020,0,train,,,,
2020-08-30,MHN Fenway,1,6,8,2020,1,train,,,,
2020-09-09,MHN Fenway,1,2,9,2020,0,train,,,,
2020-09-10,MHN Fenway,1,3,9,2020,0,train,,,,
2020-09-11,MHN Fenway,2,4,9,2020,0,train,,,,
2020-09-13,MHN Fenway,1,6,9,2020,1,train,,,,
2020-09-15,MHN Fenway,1,1,9,2020,0,train,,,,
2020-09-16,MHN Fenway,1,2,9,2020,0,train,,,,
2020-09-20,MHN Fenway,1,6,9,2020,1,train,,,,
2020-09-22,MHN Fenway,1,1,9,2020,0,train,,,,
2020-09-23,MHN Fenway,1,2,9,2020,0,train,,,,
2020-09-24,MHN Fenway,2,3,9,2020,0,train,,,,
2020-09-26,MHN Fenway,1,5,9,2020,1,train,,,,
2020-10-02,MHN Fenway,2,4,10,2020,0,train,,,,
2020-10-03,MHN Fenway,2,5,10,2020,1,train,,,,
2020-10-04,MHN Fenway,1,6,10,2020,1,train,,,,
2020-10-08,MHN Fenway,1,3,10,2020,0,train,,,,
2020-10-09,MHN Fenway,1,4,10,2020,0,train,,,,
2020-10-11,MHN Fenway,1,6,10,2020,1,train,,,,
2020-10-12,MHN Fenway,1,0,10,2020,0,train,,,,
2020-10-19,MHN Fenway,1,0,10,2020,0,train,,,,
2020-10-22,MHN Fenway,1,3,10,2020,0,train,,,,
2020-10-24,MHN Fenway,4,5,10,2020,1,train,,,,
2020-10-25,MHN Fenway,1,6,10,2020,1,train,,,,
2020-10-28,MHN Fenway,1,2,10,2020,0,train,,,,
2020-10-31,MHN Fenway,1,5,10,2020,1,train,,,,
2020-11-06,MHN Fenway,1,4,11,2020,0,train,,,,
2020-11-08,MHN Fenway,1,6,11,2020,1,train,,,,
2020-11-09,MHN Fenway,1,0,11,2020,0,train,,,,
2020-11-14,MHN Fenway,1,5,11,2020,1,train,,,,
2020-11-15,MHN Fenway,1,6,11,2020,1,train,,,,
2020-11-16,MHN Fenway,1,0,11,2020,0,train,,,,
2020-11-18,MHN Fenway,1,2,11,2020,0,train,,,,
2020-11-19,MHN Fenway,1,3,11,2020,0,train,,,,
2020-11-21,MHN Fenway,1,5,11,2020,1,train,,,,
2020-11-23,MHN Fenway,1,0,11,2020,0,train,,,,
2020-11-24,MHN Fenway,1,1,11,2020,0,train,,,,
2020-11-26,MHN Fenway,1,3,11,2020,0,train,,,,
2020-11-27,MHN Fenway,3,4,11,2020,0,train,,,,
2020-11-29,MHN Fenway,1,6,11,2020,1,train,,,,
2020-12-04,MHN Fenway,2,4,12,2020,0,train,,,,
2020-12-05,MHN Fenway,1,5,12,2020,1,train,,,,
2020-12-07,MHN Fenway,1,0,12,2020,0,train,,,,
2020-12-08,MHN Fenway,1,1,12,2020,0,train,,,,
2020-12-15,MHN Fenway,1,1,12,2020,0,train,,,,
2020-12-16,MHN Fenway,1,2,12,2020,0,train,,,,
2020-12-17,MHN Fenway,1,3,12,2020,0,train,,,,
2020-12-22,MHN Fenway,1,1,12,2020,0,train,,,,
2020-12-23,MHN Fenway,2,2,12,2020,0,train,,,,
2020-12-26,MHN Fenway,1,5,12,2020,1,train,,,,
2020-12-27,MHN Fenway,1,6,12,2020,1,train,,,,
2020-12-29,MHN Fenway,1,1,12,2020,0,train,,,,
2020-12-30,MHN Fenway,1,2,12,2020,0,train,,,,
2020-12-31,MHN Fenway,1,3,12,2020,0,train,,,,
2021-01-02,MHN Fenway,1,5,1,2021,1,train,,,,
2021-01-06,MHN Fenway,1,2,1,2021,0,train,,,,
2021-01-07,MHN Fenway,1,3,1,2021,0,train,,,,
2021-01-11,MHN Fenway,1,0,1,2021,0,train,,,,
2021-01-12,MHN Fenway,1,1,1,2021,0,train,,,,
2021-01-13,MHN Fenway,1,2,1,2021,0,train,,,,
2021-01-14,MHN Fenway,1,3,1,2021,0,train,,,,
2021-01-17,MHN Fenway,1,6,1,2021,1,train,,,,
2021-01-22,MHN Fenway,1,4,1,2021,0,train,,,,
2021-01-23,MHN Fenway,1,5,1,2021,1,train,,,,
2021-01-24,MHN Fenway,1,6,1,2021,1,train,,,,
2021-01-30,MHN Fenway,1,5,1,2021,1,train,,,,
2021-02-01,MHN Fenway,1,0,2,2021,0,train,,,,
2021-02-03,MHN Fenway,1,2,2,2021,0,train,,,,
2021-02-04,MHN Fenway,2,3,2,2021,0,train,,,,
2021-02-10,MHN Fenway,1,2,2,2021,0,train,,,,
2021-02-17,MHN Fenway,1,2,2,2021,0,train,,,,
2021-02-19,MHN Fenway,2,4,2,2021,0,train,,,,
2021-02-20,MHN Fenway,2,5,2,2021,1,train,,,,
2021-02-22,MHN Fenway,1,0,2,2021,0,train,,,,
2021-02-25,MHN Fenway,2,3,2,2021,0,train,,,,
2021-02-26,MHN Fenway,1,4,2,2021,0,train,,,,
2021-03-01,MHN Fenway,1,0,3,2021,0,train,,,,
2021-03-03,MHN Fenway,1,2,3,2021,0,train,,,,
2021-03-04,MHN Fenway,1,3,3,2021,0,train,,,,
2021-03-06,MHN Fenway,1,5,3,2021,1,train,,,,
2021-03-07,MHN Fenway,1,6,3,2021,1,train,,,,
2021-03-08,MHN Fenway,1,0,3,2021,0,train,,,,
2021-03-09,MHN Fenway,1,1,3,2021,0,train,,,,
2021-03-10,MHN Fenway,1,2,3,2021,0,train,,,,
2021-03-11,MHN Fenway,2,3,3,2021,0,train,,,,
2021-03-12,MHN Fenway,2,4,3,2021,0,train,,,,
2021-03-13,MHN Fenway,3,5,3,2021,1,train,,,,
2021-03-14,MHN Fenway,1,6,3,2021,1,train,,,,
2021-03-20,MHN Fenway,2,5,3,2021,1,train,,,,
2021-03-24,MHN Fenway,1,2,3,2021,0,train,,,,
2021-03-29,MHN Fenway,1,0,3,2021,0,train,,,,
2021-03-31,MHN Fenway,1,2,3,2021,0,train,,,,
2021-04-05,MHN Fenway,1,0,4,2021,0,train,,,,
2021-04-10,MHN Fenway,1,5,4,2021,1,train,,,,
2021-04-14,MHN Fenway,1,2,4,2021,0,train,,,,
2021-04-19,MHN Fenway,1,0,4,2021,0,train,,,,
2021-04-23,MHN Fenway,1,4,4,2021,0,train,,,,
2021-04-24,MHN Fenway,2,5,4,2021,1,train,,,,
2021-05-01,MHN Fenway,1,5,5,2021,1,train,,,,
2021-05-03,MHN Fenway,1,0,5,2021,0,train,,,,
2021-05-07,MHN Fenway,1,4,5,2021,0,train,,,,
2021-05-08,MHN Fenway,1,5,5,2021,1,train,,,,
2021-05-11,MHN Fenway,1,1,5,2021,0,train,,,,
2021-05-12,MHN Fenway,1,2,5,2021,0,train,,,,
2021-05-13,MHN Fenway,1,3,5,2021,0,train,,,,
2021-05-16,MHN Fenway,2,6,5,2021,1,train,,,,
2021-05-21,MHN Fenway,1,4,5,2021,0,train,,,,
2021-05-22,MHN Fenway,2,5,5,2021,1,train,,,,
2021-05-30,MHN Fenway,1,6,5,2021,1,train,,,,
2021-06-01,MHN Fenway,1,1,6,2021,0,train,,,,
2021-06-07,MHN Fenway,1,0,6,2021,0,train,,,,
2021-06-08,MHN Fenway,1,1,6,2021,0,train,,,,
2021-06-11,MHN Fenway,1,4,6,2021,0,train,,,,
2021-06-15,MHN Fenway,1,1,6,2021,0,train,,,,
2021-06-23,MHN Fenway,2,2,6,2021,0,train,,,,
2021-06-26,MHN Fenway,1,5,6,2021,1,train,,,,
2021-07-01,MHN Fenway,1,3,7,2021,0,train,,,,
2021-07-02,MHN Fenway,1,4,7,2021,0,train,,,,
2021-07-11,MHN Fenway,1,6,7,2021,1,train,,,,
2021-07-12,MHN Fenway,1,0,7,2021,0,train,,,,
2021-07-13,MHN Fenway,1,1,7,2021,0,train,,,,
2021-07-14,MHN Fenway,1,2,7,2021,0,train,,,,
2021-07-16,MHN Fenway,2,4,7,2021,0,train,,,,
2021-07-21,MHN Fenway,1,2,7,2021,0,train,,,,
2021-07-24,MHN Fenway,1,5,7,2021,1,train,,,,
2021-07-25,MHN Fenway,1,6,7,2021,1,train,,,,
2021-07-26,MHN Fenway,1,0,7,2021,0,train,,,,
2021-07-31,MHN Fenway,1,5,7,2021,1,train,,,,
2021-08-03,MHN Fenway,1,1,8,2021,0,train,,,,
2021-08-09,MHN Fenway,1,0,8,2021,0,train,,,,
2021-08-13,MHN Fenway,1,4,8,2021,0,train,,,,
2021-08-14,MHN Fenway,1,5,8,2021,1,train,,,,
2021-08-22,MHN Fenway,1,6,8,2021,1,train,,,,
2021-08-24,MHN Fenway,2,1,8,2021,0,train,,,,
2021-08-26,MHN Fenway,1,3,8,2021,0,train,,,,
2021-09-03,MHN Fenway,1,4,9,2021,0,train,,,,
2021-09-04,MHN Fenway,1,5,9,2021,1,train,,,,
2021-09-05,MHN Fenway,1,6,9,2021,1,train,,,,
2021-09-06,MHN Fenway,1,0,9,2021,0,train,,,,
2021-09-09,MHN Fenway,1,3,9,2021,0,train,,,,
2021-09-11,MHN Fenway,2,5,9,2021,1,train,,,,
2021-09-18,MHN Fenway,1,5,9,2021,1,train,,,,
2021-09-19,MHN Fenway,1,6,9,2021,1,train,,,,
2021-09-22,MHN Fenway,1,2,9,2021,0,train,,,,
2021-09-24,MHN Fenway,2,4,9,2021,0,train,,,,
2021-09-25,MHN Fenway,1,5,9,2021,1,train,,,,
2021-09-29,MHN Fenway,2,2,9,2021,0,train,,,,
2021-09-30,MHN Fenway,1,3,9,2021,0,train,,,,
2021-10-01,MHN Fenway,1,4,10,2021,0,train,,,,
2021-10-02,MHN Fenway,2,5,10,2021,1,train,,,,
2021-10-04,MHN Fenway,2,0,10,2021,0,train,,,,
2021-10-05,MHN Fenway,2,1,10,2021,0,train,,,,
2021-10-12,MHN Fenway,2,1,10,2021,0,train,,,,
2021-10-13,MHN Fenway,2,2,10,2021,0,train,,,,
2021-10-14,MHN Fenway,1,3,10,2021,0,train,,,,
2021-10-17,MHN Fenway,1,6,10,2021,1,train,,,,
2021-10-22,MHN Fenway,1,4,10,2021,0,train,,,,
2021-10-26,MHN Fenway,1,1,10,2021,0,train,,,,
2021-10-30,MHN Fenway,1,5,10,2021,1,train,,,,
2021-11-02,MHN Fenway,1,1,11,2021,0,train,,,,
2021-11-08,MHN Fenway,1,0,11,2021,0,train,,,,
2021-11-10,MHN Fenway,1,2,11,2021,0,train,,,,
2021-11-11,MHN Fenway,2,3,11,2021,0,train,,,,
2021-11-14,MHN Fenway,1,6,11,2021,1,train,,,,
2021-11-16,MHN Fenway,1,1,11,2021,0,train,,,,
2021-11-20,MHN Fenway,1,5,11,2021,1,train,,,,
2021-11-23,MHN Fenway,1,1,11,2021,0,train,,,,
2021-11-24,MHN Fenway,1,2,11,2021,0,train,,,,
2021-11-29,MHN Fenway,1,0,11,2021,0,train,,,,
2021-12-04,MHN Fenway,1,5,12,2021,1,train,,,,
2021-12-10,MHN Fenway,1,4,12,2021,0,train,,,,
2021-12-13,MHN Fenway,1,0,12,2021,0,train,,,,
2021-12-21,MHN Fenway,2,1,12,2021,0,train,,,,
2021-12-22,MHN Fenway,1,2,12,2021,0,train,,,,
2021-12-30,MHN Fenway,2,3,12,2021,0,train,,,,
2022-01-03,MHN Fenway,1,0,1,2022,0,train,,,,
2022-01-04,MHN Fenway,1,1,1,2022,0,train,,,,
2022-01-10,MHN Fenway,1,0,1,2022,0,train,,,,
2022-01-11,MHN Fenway,1,1,1,2022,0,train,,,,
2022-01-12,MHN Fenway,1,2,1,2022,0,train,,,,
2022-01-16,MHN Fenway,1,6,1,2022,1,train,,,,
2022-01-17,MHN Fenway,1,0,1,2022,0,train,,,,
2022-01-20,MHN Fenway,1,3,1,2022,0,train,,,,
2022-01-24,MHN Fenway,1,0,1,2022,0,train,,,,
2022-01-27,MHN Fenway,1,3,1,2022,0,train,,,,
2022-02-02,MHN Fenway,1,2,2,2022,0,train,,,,
2022-02-04,MHN Fenway,1,4,2,2022,0,train,,,,
2022-02-07,MHN Fenway,1,0,2,2022,0,train,,,,
2022-02-08,MHN Fenway,2,1,2,2022,0,train,,,,
2022-02-11,MHN Fenway,3,4,2,2022,0,train,,,,
2022-02-12,MHN Fenway,1,5,2,2022,1,train,,,,
2022-02-16,MHN Fenway,1,2,2,2022,0,train,,,,
2022-02-19,MHN Fenway,2,5,2,2022,1,train,,,,
2022-02-24,MHN Fenway,1,3,2,2022,0,train,,,,
2022-02-26,MHN Fenway,1,5,2,2022,1,train,,,,
2022-02-28,MHN Fenway,1,0,2,2022,0,train,,,,
2022-03-04,MHN Fenway,1,4,3,2022,0,train,,,,
2022-03-05,MHN Fenway,1,5,3,2022,1,train,,,,
2022-03-06,MHN Fenway,1,6,3,2022,1,train,,,,
2022-03-08,MHN Fenway,1,1,3,2022,0,train,,,,
2022-03-10,MHN Fenway,1,3,3,2022,0,train,,,,
2022-03-19,MHN Fenway,1,5,3,2022,1,train,,,,
2022-03-21,MHN Fenway,2,0,3,2022,0,train,,,,
2022-03-26,MHN Fenway,1,5,3,2022,1,train,,,,
2022-03-30,MHN Fenway,1,2,3,2022,0,train,,,,
2022-03-31,MHN Fenway,1,3,3,2022,0,train,,,,
2022-04-02,MHN Fenway,1,5,4,2022,1,train,,,,
2022-04-04,MHN Fenway,1,0,4,2022,0,train,,,,
2022-04-08,MHN Fenway,1,4,4,2022,0,train,,,,
2022-04-12,MHN Fenway,1,1,4,2022,0,train,,,,
2022-04-18,MHN Fenway,2,0,4,2022,0,train,,,,
2022-04-19,MHN Fenway,1,1,4,2022,0,train,,,,
2022-04-21,MHN Fenway,1,3,4,2022,0,train,,,,
2022-04-22,MHN Fenway,1,4,4,2022,0,train,,,,
2022-04-23,MHN Fenway,1,5,4,2022,1,train,,,,
2022-04-26,MHN Fenway,1,1,4,2022,0,train,,,,
2022-04-29,MHN Fenway,1,4,4,2022,0,train,,,,
2022-05-09,MHN Fenway,1,0,5,2022,0,train,,,,
2022-05-11,MHN Fenway,1,2,5,2022,0,train,,,,
2022-05-12,MHN Fenway,1,3,5,2022,0,train,,,,
2022-05-13,MHN Fenway,1,4,5,2022,0,train,,,,
2022-05-15,MHN Fenway,1,6,5,2022,1,train,,,,
2022-05-17,MHN Fenway,1,1,5,2022,0,train,,,,
2022-05-21,MHN Fenway,1,5,5,2022,1,train,,,,
2022-05-23,MHN Fenway,1,0,5,2022,0,train,,,,
2022-05-25,MHN Fenway,1,2,5,2022,0,train,,,,
2022-05-26,MHN Fenway,1,3,5,2022,0,train,,,,
2022-05-29,MHN Fenway,1,6,5,2022,1,train,,,,
2022-06-01,MHN Fenway,1,2,6,2022,0,train,,,,
2022-06-02,MHN Fenway,2,3,6,2022,0,train,,,,
2022-06-16,MHN Fenway,2,3,6,2022,0,train,,,,
2022-06-17,MHN Fenway,1,4,6,2022,0,train,,,,
2022-06-20,MHN Fenway,1,0,6,2022,0,train,,,,
2022-06-22,MHN Fenway,1,2,6,2022,0,train,,,,
2022-06-26,MHN Fenway,1,6,6,2022,1,train,,,,
2022-06-27,MHN Fenway,1,0,6,2022,0,train,,,,
2022-06-28,MHN Fenway,1,1,6,2022,0,train,,,,
2022-06-29,MHN Fenway,1,2,6,2022,0,train,,,,
2022-07-03,MHN Fenway,3,6,7,2022,1,train,,,,
2022-07-05,MHN Fenway,1,1,7,2022,0,train,,,,
2022-07-06,MHN Fenway,2,2,7,2022,0,train,,,,
2022-07-12,MHN Fenway,1,1,7,2022,0,train,,,,
2022-07-13,MHN Fenway,1,2,7,2022,0,train,,,,
2022-07-18,MHN Fenway,1,0,7,2022,0,train,,,,
2022-07-21,MHN Fenway,1,3,7,2022,0,train,,,,
2022-07-22,MHN Fenway,1,4,7,2022,0,train,,,,
2022-07-23,MHN Fenway,1,5,7,2022,1,train,,,,
2022-07-24,MHN Fenway,1,6,7,2022,1,train,,,,
2022-07-27,MHN Fenway,1,2,7,2022,0,train,,,,
2022-08-04,MHN Fenway,2,3,8,2022,0,train,,,,
2022-08-09,MHN Fenway,1,1,8,2022,0,train,,,,
2022-08-15,MHN Fenway,1,0,8,2022,0,train,,,,
2022-08-17,MHN Fenway,1,2,8,2022,0,train,,,,
2022-08-18,MHN Fenway,1,3,8,2022,0,train,,,,
2022-08-23,MHN Fenway,1,1,8,2022,0,train,,,,
2022-08-27,MHN Fenway,2,5,8,2022,1,train,,,,
2022-09-02,MHN Fenway,2,4,9,2022,0,train,,,,
2022-09-06,MHN Fenway,1,1,9,2022,0,train,,,,
2022-09-10,MHN Fenway,2,5,9,2022,1,train,,,,
2022-09-12,MHN Fenway,1,0,9,2022,0,train,,,,
2022-09-13,MHN Fenway,1,1,9,2022,0,train,,,,
2022-09-14,MHN Fenway,2,2,9,2022,0,train,,,,
2022-09-16,MHN Fenway,2,4,9,2022,0,train,,,,
2022-09-18,MHN Fenway,1,6,9,2022,1,train,,,,
2022-09-21,MHN Fenway,2,2,9,2022,0,train,,,,
2022-09-22,MHN Fenway,2,3,9,2022,0,train,,,,
2022-09-24,MHN Fenway,1,5,9,2022,1,train,,,,
2022-09-27,MHN Fenway,1,1,9,2022,0,train,,,,
2022-09-28,MHN Fenway,2,2,9,2022,0,train,,,,
2022-09-29,MHN Fenway,1,3,9,2022,0,train,,,,
2022-09-30,MHN Fenway,2,4,9,2022,0,train,,,,
2022-10-13,MHN Fenway,2,3,10,2022,0,train,,,,
2022-10-16,MHN Fenway,1,6,10,2022,1,train,,,,
2022-10-22,MHN Fenway,2,5,10,2022,1,train,,,,
2022-10-27,MHN Fenway,1,3,10,2022,0,train,,,,
2022-11-03,MHN Fenway,1,3,11,2022,0,train,,,,
2022-11-10,MHN Fenway,1,3,11,2022,0,train,,,,
2022-11-11,MHN Fenway,2,4,11,2022,0,train,,,,
2022-11-14,MHN Fenway,1,0,11,2022,0,train,,,,
2022-11-17,MHN Fenway,2,3,11,2022,0,train,,,,
2022-11-18,MHN Fenway,1,4,11,2022,0,train,,,,
2022-11-22,MHN Fenway,1,1,11,2022,0,train,,,,
2022-11-23,MHN Fenway,1,2,11,2022,0,train,,,,
2022-11-26,MHN Fenway,1,5,11,2022,1,train,,,,
2022-11-27,MHN Fenway,1,6,11,2022,1,train,,,,
2022-11-28,MHN Fenway,1,0,11,2022,0,train,,,,
2022-12-01,MHN Fenway,2,3,12,2022,0,train,,,,
2022-12-03,MHN Fenway,1,5,12,2022,1,train,,,,
2022-12-08,MHN Fenway,1,3,12,2022,0,train,,,,
2022-12-11,MHN Fenway,1,6,12,2022,1,train,,,,
2022-12-21,MHN Fenway,3,2,12,2022,0,train,,,,
2022-12-22,MHN Fenway,1,3,12,2022,0,train,,,,
2022-12-23,MHN Fenway,1,4,12,2022,0,train,,,,
2022-12-25,MHN Fenway,1,6,12,2022,1,train,,,,
2022-12-27,MHN Fenway,1,1,12,2022,0,train,,,,
2023-01-04,MHN Fenway,1,2,1,2023,0,train,,,,
2023-01-13,MHN Fenway,2,4,1,2023,0,train,,,,
2023-01-16,MHN Fenway,1,0,1,2023,0,train,,,,
2023-01-20,MHN Fenway,1,4,1,2023,0,train,,,,
2023-01-25,MHN Fenway,1,2,1,2023,0,train,,,,
2023-01-27,MHN Fenway,1,4,1,2023,0,train,,,,
2023-01-30,MHN Fenway,1,0,1,2023,0,train,,,,
2023-02-02,MHN Fenway,1,3,2,2023,0,train,,,,
2023-02-03,MHN Fenway,1,4,2,2023,0,train,,,,
2023-02-05,MHN Fenway,1,6,2,2023,1,train,,,,
2023-02-06,MHN Fenway,2,0,2,2023,0,train,,,,
2023-02-09,MHN Fenway,2,3,2,2023,0,train,,,,
2023-02-10,MHN Fenway,1,4,2,2023,0,train,,,,
2023-02-12,MHN Fenway,1,6,2,2023,1,train,,,,
2023-02-13,MHN Fenway,1,0,2,2023,0,train,,,,
2023-02-15,MHN Fenway,1,2,2,2023,0,train,,,,
2023-02-19,MHN Fenway,1,6,2,2023,1,train,,,,
2023-02-20,MHN Fenway,1,0,2,2023,0,train,,,,
2023-02-21,MHN Fenway,1,1,2,2023,0,train,,,,
2023-02-25,MHN Fenway,1,5,2,2023,1,train,,,,
2023-02-26,MHN Fenway,1,6,2,2023,1,train,,,,
2023-02-27,MHN Fenway,1,0,2,2023,0,train,,,,
2023-02-28,MHN Fenway,1,1,2,2023,0,train,,,,
2023-03-02,MHN Fenway,1,3,3,2023,0,train,,,,
2023-03-05,MHN Fenway,1,6,3,2023,1,train,,,,
2023-03-10,MHN Fenway,1,4,3,2023,0,train,,,,
2023-03-11,MHN Fenway,1,5,3,2023,1,train,,,,
2023-03-22,MHN Fenway,1,2,3,2023,0,train,,,,
2023-03-24,MHN Fenway,1,4,3,2023,0,train,,,,
2023-03-25,MHN Fenway,1,5,3,2023,1,train,,,,
2023-03-28,MHN Fenway,2,1,3,2023,0,train,,,,
2023-04-07,MHN Fenway,1,4,4,2023,0,train,,,,
2023-04-09,MHN Fenway,1,6,4,2023,1,train,,,,
2023-04-10,MHN Fenway,1,0,4,2023,0,train,,,,
2023-04-12,MHN Fenway,1,2,4,2023,0,train,,,,
2023-04-13,MHN Fenway,1,3,4,2023,0,train,,,,
2023-04-14,MHN Fenway,1,4,4,2023,0,train,,,,
2023-04-18,MHN Fenway,2,1,4,2023,0,train,,,,
2023-04-21,MHN Fenway,2,4,4,2023,0,train,,,,
2023-04-27,MHN Fenway,1,3,4,2023,0,train,,,,
2023-05-04,MHN Fenway,1,3,5,2023,0,train,,,,
2023-05-06,MHN Fenway,1,5,5,2023,1,train,,,,
2023-05-09,MHN Fenway,1,1,5,2023,0,train,,,,
2023-05-12,MHN Fenway,1,4,5,2023,0,train,,,,
2023-05-13,MHN Fenway,2,5,5,2023,1,train,,,,
2023-05-17,MHN Fenway,1,2,5,2023,0,train,,,,
2023-05-21,MHN Fenway,1,6,5,2023,1,train,,,,
2023-05-23,MHN Fenway,1,1,5,2023,0,train,,,,
2023-05-25,MHN Fenway,1,3,5,2023,0,train,,,,
2023-06-02,MHN Fenway,2,4,6,2023,0,train,,,,
2023-06-08,MHN Fenway,1,3,6,2023,0,train,,,,
2023-06-21,MHN Fenway,1,2,6,2023,0,train,,,,
2023-06-29,MHN Fenway,1,3,6,2023,0,train,,,,
2023-06-30,MHN Fenway,1,4,6,2023,0,train,,,,
2023-07-02,MHN Fenway,2,6,7,2023,1,train,,,,
2023-07-03,MHN Fenway,1,0,7,2023,0,train,,,,
2023-07-09,MHN Fenway,1,6,7,2023,1,train,,,,
2023-07-10,MHN Fenway,2,0,7,2023,0,train,,,,
2023-07-13,MHN Fenway,1,3,7,2023,0,train,,,,
2023-07-14,MHN Fenway,1,4,7,2023,0,train,,,,
2023-07-19,MHN Fenway,1,2,7,2023,0,train,,,,
2023-07-30,MHN Fenway,1,6,7,2023,1,train,,,,
2023-07-31,MHN Fenway,1,0,7,2023,0,train,,,,
2023-08-01,MHN Fenway,1,1,8,2023,0,train,,,,
2023-08-06,MHN Fenway,1,6,8,2023,1,train,,,,
2023-08-08,MHN Fenway,1,1,8,2023,0,train,,,,
2023-08-14,MHN Fenway,2,0,8,2023,0,train,,,,
2023-08-17,MHN Fenway,1,3,8,2023,0,train,,,,
2023-08-23,MHN Fenway,1,2,8,2023,0,train,,,,
2023-08-24,MHN Fenway,1,3,8,2023,0,train,,,,
2023-08-25,MHN Fenway,1,4,8,2023,0,train,,,,
2023-08-27,MHN Fenway,1,6,8,2023,1,train,,,,
