date,hospital,ed_arrivals,day_of_week,month,year,is_weekend,set,ed_arrivals_test_naive,ed_arrivals_pred_naive,ed_arrivals_test_ets,ed_arrivals_pred_ets
2021-11-08,MHN Roxbury Community,2,0,11,2021,0,train,,,,
2021-11-10,MHN Roxbury Community,1,2,11,2021,0,train,,,,
2021-11-12,MHN Roxbury Community,1,4,11,2021,0,train,,,,
2021-11-14,MHN Roxbury Community,2,6,11,2021,1,train,,,,
2021-11-19,MHN Roxbury Community,1,4,11,2021,0,train,,,,
2021-11-28,MHN Roxbury Community,1,6,11,2021,1,train,,,,
2021-12-02,MHN Roxbury Community,1,3,12,2021,0,train,,,,
2021-12-04,MHN Roxbury Community,1,5,12,2021,1,train,,,,
2021-12-10,MHN Roxbury Community,1,4,12,2021,0,train,,,,
2021-12-14,MHN Roxbury Community,1,1,12,2021,0,train,,,,
2021-12-26,MHN Roxbury Community,1,6,12,2021,1,train,,,,
2021-12-29,MHN Roxbury Community,1,2,12,2021,0,train,,,,
2021-12-30,MHN Roxbury Community,1,3,12,2021,0,train,,,,
2022-01-04,MHN Roxbury Community,1,1,1,2022,0,train,,,,
2022-01-06,MHN Roxbury Community,1,3,1,2022,0,train,,,,
2022-01-07,MHN Roxbury Community,2,4,1,2022,0,train,,,,
2022-01-08,MHN Roxbury Community,4,5,1,2022,1,train,,,,
2022-01-10,MHN Roxbury Community,1,0,1,2022,0,train,,,,
2022-01-11,MHN Roxbury Community,1,1,1,2022,0,train,,,,
2022-01-16,MHN Roxbury Community,1,6,1,2022,1,train,,,,
2022-01-17,MHN Roxbury Community,1,0,1,2022,0,train,,,,
2022-01-18,MHN Roxbury Community,1,1,1,2022,0,train,,,,
2022-01-20,MHN Roxbury Community,1,3,1,2022,0,train,,,,
2022-01-22,MHN Roxbury Community,1,5,1,2022,1,train,,,,
2022-01-27,MHN Roxbury Community,1,3,1,2022,0,train,,,,
2022-01-29,MHN Roxbury Community,2,5,1,2022,1,train,,,,
2022-01-30,MHN Roxbury Community,1,6,1,2022,1,train,,,,
2022-01-31,MHN Roxbury Community,1,0,1,2022,0,train,,,,
2022-02-01,MHN Roxbury Community,1,1,2,2022,0,train,,,,
2022-02-02,MHN Roxbury Community,1,2,2,2022,0,train,,,,
2022-02-08,MHN Roxbury Community,1,1,2,2022,0,train,,,,
2022-02-09,MHN Roxbury Community,2,2,2,2022,0,train,,,,
2022-02-12,MHN Roxbury Community,1,5,2,2022,1,train,,,,
2022-02-16,MHN Roxbury Community,1,2,2,2022,0,train,,,,
2022-02-21,MHN Roxbury Community,1,0,2,2022,0,train,,,,
2022-03-04,MHN Roxbury Community,1,4,3,2022,0,train,,,,
2022-03-06,MHN Roxbury Community,1,6,3,2022,1,train,,,,
2022-03-08,MHN Roxbury Community,1,1,3,2022,0,train,,,,
2022-03-13,MHN Roxbury Community,2,6,3,2022,1,train,,,,
2022-03-15,MHN Roxbury Community,1,1,3,2022,0,train,,,,
2022-03-18,MHN Roxbury Community,1,4,3,2022,0,train,,,,
2022-03-21,MHN Roxbury Community,2,0,3,2022,0,train,,,,
2022-03-26,MHN Roxbury Community,1,5,3,2022,1,train,,,,
2022-03-27,MHN Roxbury Community,1,6,3,2022,1,train,,,,
2022-03-29,MHN Roxbury Community,1,1,3,2022,0,train,,,,
2022-04-05,MHN Roxbury Community,2,1,4,2022,0,train,,,,
2022-04-07,MHN Roxbury Community,1,3,4,2022,0,train,,,,
2022-04-08,MHN Roxbury Community,2,4,4,2022,0,train,,,,
2022-04-09,MHN Roxbury Community,1,5,4,2022,1,train,,,,
2022-04-10,MHN Roxbury Community,1,6,4,2022,1,train,,,,
2022-04-11,MHN Roxbury Community,1,0,4,2022,0,train,,,,
2022-04-13,MHN Roxbury Community,1,2,4,2022,0,train,,,,
2022-04-17,MHN Roxbury Community,1,6,4,2022,1,train,,,,
2022-04-18,MHN Roxbury Community,1,0,4,2022,0,train,,,,
2022-04-21,MHN Roxbury Community,1,3,4,2022,0,train,,,,
2022-04-24,MHN Roxbury Community,1,6,4,2022,1,train,,,,
2022-04-26,MHN Roxbury Community,1,1,4,2022,0,train,,,,
2022-04-27,MHN Roxbury Community,1,2,4,2022,0,train,,,,
2022-04-28,MHN Roxbury Community,2,3,4,2022,0,train,,,,
2022-04-29,MHN Roxbury Community,1,4,4,2022,0,train,,,,
2022-05-03,MHN Roxbury Community,1,1,5,2022,0,train,,,,
2022-05-06,MHN Roxbury Community,1,4,5,2022,0,train,,,,
2022-05-10,MHN Roxbury Community,1,1,5,2022,0,train,,,,
2022-05-12,MHN Roxbury Community,1,3,5,2022,0,train,,,,
2022-05-14,MHN Roxbury Community,1,5,5,2022,1,train,,,,
2022-05-16,MHN Roxbury Community,1,0,5,2022,0,train,,,,
2022-05-20,MHN Roxbury Community,1,4,5,2022,0,train,,,,
2022-05-21,MHN Roxbury Community,1,5,5,2022,1,train,,,,
2022-05-22,MHN Roxbury Community,1,6,5,2022,1,train,,,,
2022-05-24,MHN Roxbury Community,1,1,5,2022,0,train,,,,
2022-05-27,MHN Roxbury Community,1,4,5,2022,0,train,,,,
2022-05-29,MHN Roxbury Community,1,6,5,2022,1,train,,,,
2022-05-30,MHN Roxbury Community,1,0,5,2022,0,train,,,,
2022-06-02,MHN Roxbury Community,1,3,6,2022,0,train,,,,
2022-06-08,MHN Roxbury Community,1,2,6,2022,0,train,,,,
2022-06-09,MHN Roxbury Community,1,3,6,2022,0,train,,,,
2022-06-10,MHN Roxbury Community,1,4,6,2022,0,train,,,,
2022-06-12,MHN Roxbury Community,1,6,6,2022,1,train,,,,
2022-06-18,MHN Roxbury Community,1,5,6,2022,1,train,,,,
2022-06-21,MHN Roxbury Community,1,1,6,2022,0,train,,,,
2022-06-22,MHN Roxbury Community,1,2,6,2022,0,train,,,,
2022-06-23,MHN Roxbury Community,1,3,6,2022,0,train,,,,
2022-06-26,MHN Roxbury Community,1,6,6,2022,1,train,,,,
2022-06-29,MHN Roxbury Community,1,2,6,2022,0,train,,,,
2022-07-03,MHN Roxbury Community,2,6,7,2022,1,train,,,,
2022-07-09,MHN Roxbury Community,1,5,7,2022,1,train,,,,
2022-07-15,MHN Roxbury Community,1,4,7,2022,0,train,,,,
2022-07-16,MHN Roxbury Community,1,5,7,2022,1,train,,,,
2022-07-18,MHN Roxbury Community,1,0,7,2022,0,train,,,,
2022-07-20,MHN Roxbury Community,1,2,7,2022,0,train,,,,
2022-07-23,MHN Roxbury Community,3,5,7,2022,1,train,,,,
2022-07-25,MHN Roxbury Community,1,0,7,2022,0,train,,,,
2022-07-31,MHN Roxbury Community,1,6,7,2022,1,train,,,,
2022-08-03,MHN Roxbury Community,2,2,8,2022,0,train,,,,
2022-08-06,MHN Roxbury Community,1,5,8,2022,1,train,,,,
2022-08-09,MHN Roxbury Community,1,1,8,2022,0,train,,,,
2022-08-10,MHN Roxbury Community,1,2,8,2022,0,train,,,,
2022-08-11,MHN Roxbury Community,1,3,8,2022,0,train,,,,
2022-08-12,MHN Roxbury Community,1,4,8,2022,0,train,,,,
2022-08-13,MHN Roxbury Community,1,5,8,2022,1,train,,,,
2022-08-14,MHN Roxbury Community,1,6,8,2022,1,train,,,,
2022-08-17,MHN Roxbury Community,1,2,8,2022,0,train,,,,
2022-08-19,MHN Roxbury Community,1,4,8,2022,0,train,,,,
2022-08-20,MHN Roxbury Community,1,5,8,2022,1,train,,,,
2022-08-23,MHN Roxbury Community,1,1,8,2022,0,train,,,,
2022-08-24,MHN Roxbury Community,2,2,8,2022,0,train,,,,
2022-08-28,MHN Roxbury Community,1,6,8,2022,1,train,,,,
2022-09-02,MHN Roxbury Community,1,4,9,2022,0,train,,,,
2022-09-12,MHN Roxbury Community,1,0,9,2022,0,train,,,,
2022-09-14,MHN Roxbury Community,1,2,9,2022,0,train,,,,
2022-09-15,MHN Roxbury Community,2,3,9,2022,0,train,,,,
2022-09-18,MHN Roxbury Community,1,6,9,2022,1,train,,,,
2022-09-20,MHN Roxbury Community,1,1,9,2022,0,train,,,,
2022-09-22,MHN Roxbury Community,1,3,9,2022,0,train,,,,
2022-09-24,MHN Roxbury Community,1,5,9,2022,1,train,,,,
2022-09-28,MHN Roxbury Community,1,2,9,2022,0,train,,,,
2022-09-29,MHN Roxbury Community,1,3,9,2022,0,train,,,,
2022-09-30,MHN Roxbury Community,2,4,9,2022,0,train,,,,
2022-10-03,MHN Roxbury Community,1,0,10,2022,0,train,,,,
2022-10-07,MHN Roxbury Community,1,4,10,2022,0,train,,,,
2022-10-11,MHN Roxbury Community,3,1,10,2022,0,train,,,,
2022-10-13,MHN Roxbury Community,1,3,10,2022,0,train,,,,
2022-10-14,MHN Roxbury Community,1,4,10,2022,0,train,,,,
2022-10-16,MHN Roxbury Community,2,6,10,2022,1,train,,,,
2022-10-18,MHN Roxbury Community,2,1,10,2022,0,train,,,,
2022-10-19,MHN Roxbury Community,1,2,10,2022,0,train,,,,
2022-10-20,MHN Roxbury Community,1,3,10,2022,0,train,,,,
2022-10-22,MHN Roxbury Community,1,5,10,2022,1,train,,,,
2022-10-27,MHN Roxbury Community,1,3,10,2022,0,train,,,,
2022-10-28,MHN Roxbury Community,2,4,10,2022,0,train,,,,
2022-10-30,MHN Roxbury Community,1,6,10,2022,1,train,,,,
2022-11-01,MHN Roxbury Community,1,1,11,2022,0,train,,,,
2022-11-04,MHN Roxbury Community,1,4,11,2022,0,train,,,,
2022-11-05,MHN Roxbury Community,1,5,11,2022,1,train,,,,
2022-11-07,MHN Roxbury Community,1,0,11,2022,0,train,,,,
2022-11-09,MHN Roxbury Community,1,2,11,2022,0,train,,,,
2022-11-10,MHN Roxbury Community,1,3,11,2022,0,train,,,,
2022-11-14,MHN Roxbury Community,1,0,11,2022,0,train,,,,
2022-11-17,MHN Roxbury Community,1,3,11,2022,0,train,,,,
2022-11-23,MHN Roxbury Community,1,2,11,2022,0,train,,,,
2022-11-26,MHN Roxbury Community,1,5,11,2022,1,train,,,,
2022-11-27,MHN Roxbury Community,1,6,11,2022,1,train,,,,
2022-11-28,MHN Roxbury Community,1,0,11,2022,0,train,,,,
2022-11-29,MHN Roxbury Community,2,1,11,2022,0,train,,,,
2022-12-02,MHN Roxbury Community,1,4,12,2022,0,train,,,,
2022-12-05,MHN Roxbury Community,1,0,12,2022,0,train,,,,
2022-12-06,MHN Roxbury Community,2,1,12,2022,0,train,,,,
2022-12-12,MHN Roxbury Community,1,0,12,2022,0,train,,,,
2022-12-14,MHN Roxbury Community,1,2,12,2022,0,train,,,,
2022-12-20,MHN Roxbury Community,1,1,12,2022,0,train,,,,
2022-12-21,MHN Roxbury Community,1,2,12,2022,0,train,,,,
2022-12-24,MHN Roxbury Community,1,5,12,2022,1,train,,,,
2022-12-31,MHN Roxbury Community,1,5,12,2022,1,train,,,,
2023-01-06,MHN Roxbury Community,1,4,1,2023,0,train,,,,
2023-01-08,MHN Roxbury Community,1,6,1,2023,1,train,,,,
2023-01-11,MHN Roxbury Community,1,2,1,2023,0,train,,,,
2023-01-18,MHN Roxbury Community,3,2,1,2023,0,train,,,,
2023-01-19,MHN Roxbury Community,1,3,1,2023,0,train,,,,
2023-01-21,MHN Roxbury Community,2,5,1,2023,1,train,,,,
2023-01-24,MHN Roxbury Community,2,1,1,2023,0,train,,,,
2023-01-25,MHN Roxbury Community,1,2,1,2023,0,train,,,,
2023-01-26,MHN Roxbury Community,2,3,1,2023,0,train,,,,
2023-01-27,MHN Roxbury Community,2,4,1,2023,0,train,,,,
2023-01-30,MHN Roxbury Community,1,0,1,2023,0,train,,,,
2023-02-01,MHN Roxbury Community,1,2,2,2023,0,train,,,,
2023-02-06,MHN Roxbury Community,1,0,2,2023,0,train,,,,
2023-02-08,MHN Roxbury Community,1,2,2,2023,0,train,,,,
2023-02-09,MHN Roxbury Community,2,3,2,2023,0,train,,,,
2023-02-11,MHN Roxbury Community,1,5,2,2023,1,train,,,,
2023-02-17,MHN Roxbury Community,1,4,2,2023,0,train,,,,
2023-02-20,MHN Roxbury Community,1,0,2,2023,0,train,,,,
2023-02-22,MHN Roxbury Community,2,2,2,2023,0,train,,,,
2023-02-23,MHN Roxbury Community,3,3,2,2023,0,train,,,,
2023-02-24,MHN Roxbury Community,1,4,2,2023,0,train,,,,
2023-02-26,MHN Roxbury Community,1,6,2,2023,1,train,,,,
2023-03-02,MHN Roxbury Community,1,3,3,2023,0,train,,,,
