date,hospital,ed_arrivals,day_of_week,month,year,is_weekend,set,ed_arrivals_test_naive,ed_arrivals_pred_naive,ed_arrivals_test_ets,ed_arrivals_pred_ets
2020-04-27,MHN Cambridge,2,0,4,2020,0,train,,,,
2020-04-29,MHN Cambridge,1,2,4,2020,0,train,,,,
2020-05-02,MHN Cambridge,1,5,5,2020,1,train,,,,
2020-05-07,MHN Cambridge,1,3,5,2020,0,train,,,,
2020-05-20,MHN Cambridge,1,2,5,2020,0,train,,,,
2020-05-22,MHN Cambridge,1,4,5,2020,0,train,,,,
2020-05-23,MHN Cambridge,1,5,5,2020,1,train,,,,
2020-05-24,MHN Cambridge,1,6,5,2020,1,train,,,,
2020-05-25,MHN Cambridge,1,0,5,2020,0,train,,,,
2020-05-27,MHN Cambridge,1,2,5,2020,0,train,,,,
2020-05-28,MHN Cambridge,1,3,5,2020,0,train,,,,
2020-05-30,MHN Cambridge,2,5,5,2020,1,train,,,,
2020-06-01,MHN Cambridge,1,0,6,2020,0,train,,,,
2020-06-02,MHN Cambridge,1,1,6,2020,0,train,,,,
2020-06-04,MHN Cambridge,1,3,6,2020,0,train,,,,
2020-06-05,MHN Cambridge,1,4,6,2020,0,train,,,,
2020-06-06,MHN Cambridge,1,5,6,2020,1,train,,,,
2020-06-07,MHN Cambridge,1,6,6,2020,1,train,,,,
2020-06-10,MHN Cambridge,2,2,6,2020,0,train,,,,
2020-06-11,MHN Cambridge,1,3,6,2020,0,train,,,,
2020-06-12,MHN Cambridge,1,4,6,2020,0,train,,,,
2020-06-14,MHN Cambridge,1,6,6,2020,1,train,,,,
2020-06-19,MHN Cambridge,1,4,6,2020,0,train,,,,
2020-06-20,MHN Cambridge,1,5,6,2020,1,train,,,,
2020-06-22,MHN Cambridge,1,0,6,2020,0,train,,,,
2020-06-23,MHN Cambridge,1,1,6,2020,0,train,,,,
2020-06-25,MHN Cambridge,1,3,6,2020,0,train,,,,
2020-06-28,MHN Cambridge,1,6,6,2020,1,train,,,,
2020-06-30,MHN Cambridge,1,1,6,2020,0,train,,,,
2020-07-01,MHN Cambridge,1,2,7,2020,0,train,,,,
2020-07-04,MHN Cambridge,1,5,7,2020,1,train,,,,
2020-07-06,MHN Cambridge,1,0,7,2020,0,train,,,,
2020-07-07,MHN Cambridge,1,1,7,2020,0,train,,,,
2020-07-12,MHN Cambridge,1,6,7,2020,1,train,,,,
2020-07-13,MHN Cambridge,1,0,7,2020,0,train,,,,
2020-07-15,MHN Cambridge,1,2,7,2020,0,train,,,,
2020-07-17,MHN Cambridge,1,4,7,2020,0,train,,,,
2020-07-22,MHN Cambridge,1,2,7,2020,0,train,,,,
2020-07-23,MHN Cambridge,1,3,7,2020,0,train,,,,
2020-07-24,MHN Cambridge,1,4,7,2020,0,train,,,,
2020-07-26,MHN Cambridge,1,6,7,2020,1,train,,,,
2020-07-27,MHN Cambridge,1,0,7,2020,0,train,,,,
2020-07-29,MHN Cambridge,1,2,7,2020,0,train,,,,
2020-08-04,MHN Cambridge,1,1,8,2020,0,train,,,,
2020-08-10,MHN Cambridge,1,0,8,2020,0,train,,,,
2020-08-15,MHN Cambridge,1,5,8,2020,1,train,,,,
2020-08-17,MHN Cambridge,1,0,8,2020,0,train,,,,
2020-08-18,MHN Cambridge,1,1,8,2020,0,train,,,,
2020-08-20,MHN Cambridge,2,3,8,2020,0,train,,,,
2020-08-25,MHN Cambridge,1,1,8,2020,0,train,,,,
2020-08-30,MHN Cambridge,2,6,8,2020,1,train,,,,
2020-09-01,MHN Cambridge,1,1,9,2020,0,train,,,,
2020-09-04,MHN Cambridge,1,4,9,2020,0,train,,,,
2020-09-12,MHN Cambridge,1,5,9,2020,1,train,,,,
2020-09-15,MHN Cambridge,2,1,9,2020,0,train,,,,
2020-09-16,MHN Cambridge,1,2,9,2020,0,train,,,,
2020-09-17,MHN Cambridge,1,3,9,2020,0,train,,,,
2020-09-20,MHN Cambridge,1,6,9,2020,1,train,,,,
2020-09-24,MHN Cambridge,1,3,9,2020,0,train,,,,
2020-09-28,MHN Cambridge,1,0,9,2020,0,train,,,,
2020-09-29,MHN Cambridge,1,1,9,2020,0,train,,,,
2020-10-02,MHN Cambridge,1,4,10,2020,0,train,,,,
2020-10-03,MHN Cambridge,2,5,10,2020,1,train,,,,
2020-10-04,MHN Cambridge,1,6,10,2020,1,train,,,,
2020-10-05,MHN Cambridge,1,0,10,2020,0,train,,,,
2020-10-06,MHN Cambridge,1,1,10,2020,0,train,,,,
2020-10-07,MHN Cambridge,1,2,10,2020,0,train,,,,
2020-10-09,MHN Cambridge,1,4,10,2020,0,train,,,,
2020-10-10,MHN Cambridge,2,5,10,2020,1,train,,,,
2020-10-11,MHN Cambridge,1,6,10,2020,1,train,,,,
2020-10-21,MHN Cambridge,1,2,10,2020,0,train,,,,
2020-10-23,MHN Cambridge,1,4,10,2020,0,train,,,,
2020-10-25,MHN Cambridge,2,6,10,2020,1,train,,,,
2020-10-27,MHN Cambridge,1,1,10,2020,0,train,,,,
2020-10-28,MHN Cambridge,2,2,10,2020,0,train,,,,
2020-10-29,MHN Cambridge,4,3,10,2020,0,train,,,,
2020-10-30,MHN Cambridge,1,4,10,2020,0,train,,,,
2020-11-02,MHN Cambridge,1,0,11,2020,0,train,,,,
2020-11-04,MHN Cambridge,1,2,11,2020,0,train,,,,
2020-11-07,MHN Cambridge,2,5,11,2020,1,train,,,,
2020-11-18,MHN Cambridge,1,2,11,2020,0,train,,,,
2020-11-25,MHN Cambridge,1,2,11,2020,0,train,,,,
2020-11-28,MHN Cambridge,1,5,11,2020,1,train,,,,
2020-11-29,MHN Cambridge,1,6,11,2020,1,train,,,,
2020-12-03,MHN Cambridge,1,3,12,2020,0,train,,,,
2020-12-08,MHN Cambridge,1,1,12,2020,0,train,,,,
2020-12-09,MHN Cambridge,1,2,12,2020,0,train,,,,
2020-12-10,MHN Cambridge,1,3,12,2020,0,train,,,,
2020-12-21,MHN Cambridge,1,0,12,2020,0,train,,,,
2020-12-23,MHN Cambridge,1,2,12,2020,0,train,,,,
2020-12-24,MHN Cambridge,1,3,12,2020,0,train,,,,
2020-12-25,MHN Cambridge,2,4,12,2020,0,train,,,,
2020-12-26,MHN Cambridge,2,5,12,2020,1,train,,,,
2020-12-28,MHN Cambridge,1,0,12,2020,0,train,,,,
2021-01-01,MHN Cambridge,1,4,1,2021,0,train,,,,
2021-01-03,MHN Cambridge,1,6,1,2021,1,train,,,,
2021-01-05,MHN Cambridge,2,1,1,2021,0,train,,,,
2021-01-07,MHN Cambridge,2,3,1,2021,0,train,,,,
2021-01-12,MHN Cambridge,1,1,1,2021,0,train,,,,
2021-01-16,MHN Cambridge,1,5,1,2021,1,train,,,,
2021-01-18,MHN Cambridge,1,0,1,2021,0,train,,,,
2021-01-23,MHN Cambridge,2,5,1,2021,1,train,,,,
2021-01-24,MHN Cambridge,2,6,1,2021,1,train,,,,
2021-01-27,MHN Cambridge,1,2,1,2021,0,train,,,,
2021-01-29,MHN Cambridge,1,4,1,2021,0,train,,,,
2021-02-02,MHN Cambridge,1,1,2,2021,0,train,,,,
2021-02-05,MHN Cambridge,1,4,2,2021,0,train,,,,
2021-02-09,MHN Cambridge,1,1,2,2021,0,train,,,,
2021-02-10,MHN Cambridge,2,2,2,2021,0,train,,,,
2021-02-12,MHN Cambridge,1,4,2,2021,0,train,,,,
2021-02-13,MHN Cambridge,1,5,2,2021,1,train,,,,
2021-02-19,MHN Cambridge,2,4,2,2021,0,train,,,,
2021-02-21,MHN Cambridge,1,6,2,2021,1,train,,,,
2021-02-22,MHN Cambridge,1,0,2,2021,0,train,,,,
2021-02-23,MHN Cambridge,2,1,2,2021,0,train,,,,
2021-02-25,MHN Cambridge,1,3,2,2021,0,train,,,,
2021-03-04,MHN Cambridge,1,3,3,2021,0,train,,,,
2021-03-05,MHN Cambridge,1,4,3,2021,0,train,,,,
2021-03-06,MHN Cambridge,1,5,3,2021,1,train,,,,
2021-03-07,MHN Cambridge,2,6,3,2021,1,train,,,,
2021-03-08,MHN Cambridge,1,0,3,2021,0,train,,,,
2021-03-11,MHN Cambridge,1,3,3,2021,0,train,,,,
2021-03-14,MHN Cambridge,1,6,3,2021,1,train,,,,
2021-03-15,MHN Cambridge,1,0,3,2021,0,train,,,,
2021-03-18,MHN Cambridge,1,3,3,2021,0,train,,,,
2021-03-25,MHN Cambridge,1,3,3,2021,0,train,,,,
2021-04-01,MHN Cambridge,1,3,4,2021,0,train,,,,
2021-04-03,MHN Cambridge,2,5,4,2021,1,train,,,,
2021-04-05,MHN Cambridge,1,0,4,2021,0,train,,,,
2021-04-08,MHN Cambridge,1,3,4,2021,0,train,,,,
2021-04-11,MHN Cambridge,1,6,4,2021,1,train,,,,
2021-04-12,MHN Cambridge,2,0,4,2021,0,train,,,,
2021-04-16,MHN Cambridge,1,4,4,2021,0,train,,,,
2021-04-17,MHN Cambridge,1,5,4,2021,1,train,,,,
2021-04-18,MHN Cambridge,1,6,4,2021,1,train,,,,
2021-04-21,MHN Cambridge,1,2,4,2021,0,train,,,,
2021-04-22,MHN Cambridge,1,3,4,2021,0,train,,,,
2021-04-29,MHN Cambridge,1,3,4,2021,0,train,,,,
2021-04-30,MHN Cambridge,1,4,4,2021,0,train,,,,
2021-05-03,MHN Cambridge,2,0,5,2021,0,train,,,,
2021-05-04,MHN Cambridge,1,1,5,2021,0,train,,,,
2021-05-05,MHN Cambridge,1,2,5,2021,0,train,,,,
2021-05-06,MHN Cambridge,1,3,5,2021,0,train,,,,
2021-05-08,MHN Cambridge,1,5,5,2021,1,train,,,,
2021-05-10,MHN Cambridge,1,0,5,2021,0,train,,,,
2021-05-12,MHN Cambridge,2,2,5,2021,0,train,,,,
2021-05-13,MHN Cambridge,1,3,5,2021,0,train,,,,
2021-05-19,MHN Cambridge,2,2,5,2021,0,train,,,,
2021-05-21,MHN Cambridge,1,4,5,2021,0,train,,,,
2021-05-25,MHN Cambridge,2,1,5,2021,0,train,,,,
2021-05-31,MHN Cambridge,1,0,5,2021,0,train,,,,
2021-06-01,MHN Cambridge,1,1,6,2021,0,train,,,,
2021-06-07,MHN Cambridge,1,0,6,2021,0,train,,,,
2021-06-08,MHN Cambridge,1,1,6,2021,0,train,,,,
2021-06-09,MHN Cambridge,1,2,6,2021,0,train,,,,
2021-06-10,MHN Cambridge,2,3,6,2021,0,train,,,,
2021-06-15,MHN Cambridge,1,1,6,2021,0,train,,,,
2021-06-16,MHN Cambridge,1,2,6,2021,0,train,,,,
2021-06-23,MHN Cambridge,1,2,6,2021,0,train,,,,
2021-06-28,MHN Cambridge,2,0,6,2021,0,train,,,,
2021-06-29,MHN Cambridge,1,1,6,2021,0,train,,,,
2021-06-30,MHN Cambridge,1,2,6,2021,0,train,,,,
2021-07-01,MHN Cambridge,1,3,7,2021,0,train,,,,
2021-07-04,MHN Cambridge,3,6,7,2021,1,train,,,,
2021-07-07,MHN Cambridge,1,2,7,2021,0,train,,,,
2021-07-16,MHN Cambridge,2,4,7,2021,0,train,,,,
2021-07-21,MHN Cambridge,1,2,7,2021,0,train,,,,
2021-07-22,MHN Cambridge,1,3,7,2021,0,train,,,,
2021-07-24,MHN Cambridge,1,5,7,2021,1,train,,,,
2021-07-25,MHN Cambridge,1,6,7,2021,1,train,,,,
2021-08-01,MHN Cambridge,1,6,8,2021,1,train,,,,
2021-08-03,MHN Cambridge,1,1,8,2021,0,train,,,,
2021-08-04,MHN Cambridge,2,2,8,2021,0,train,,,,
2021-08-05,MHN Cambridge,1,3,8,2021,0,train,,,,
2021-08-07,MHN Cambridge,1,5,8,2021,1,train,,,,
2021-08-08,MHN Cambridge,1,6,8,2021,1,train,,,,
2021-08-12,MHN Cambridge,1,3,8,2021,0,train,,,,
2021-08-14,MHN Cambridge,1,5,8,2021,1,train,,,,
2021-08-15,MHN Cambridge,1,6,8,2021,1,train,,,,
2021-08-16,MHN Cambridge,1,0,8,2021,0,train,,,,
2021-08-20,MHN Cambridge,1,4,8,2021,0,train,,,,
2021-08-21,MHN Cambridge,1,5,8,2021,1,train,,,,
2021-08-25,MHN Cambridge,1,2,8,2021,0,train,,,,
2021-09-03,MHN Cambridge,1,4,9,2021,0,train,,,,
2021-09-07,MHN Cambridge,2,1,9,2021,0,train,,,,
2021-09-15,MHN Cambridge,2,2,9,2021,0,train,,,,
2021-09-16,MHN Cambridge,1,3,9,2021,0,train,,,,
2021-09-17,MHN Cambridge,1,4,9,2021,0,train,,,,
2021-09-18,MHN Cambridge,1,5,9,2021,1,train,,,,
2021-09-20,MHN Cambridge,3,0,9,2021,0,train,,,,
2021-09-22,MHN Cambridge,1,2,9,2021,0,train,,,,
2021-09-23,MHN Cambridge,1,3,9,2021,0,train,,,,
2021-09-27,MHN Cambridge,1,0,9,2021,0,train,,,,
2021-09-30,MHN Cambridge,1,3,9,2021,0,train,,,,
2021-10-05,MHN Cambridge,1,1,10,2021,0,train,,,,
2021-10-06,MHN Cambridge,1,2,10,2021,0,train,,,,
2021-10-10,MHN Cambridge,1,6,10,2021,1,train,,,,
2021-10-12,MHN Cambridge,1,1,10,2021,0,train,,,,
2021-10-18,MHN Cambridge,1,0,10,2021,0,train,,,,
2021-10-21,MHN Cambridge,1,3,10,2021,0,train,,,,
2021-10-25,MHN Cambridge,2,0,10,2021,0,train,,,,
2021-10-26,MHN Cambridge,1,1,10,2021,0,train,,,,
2021-10-30,MHN Cambridge,1,5,10,2021,1,train,,,,
2021-10-31,MHN Cambridge,1,6,10,2021,1,train,,,,
2021-11-02,MHN Cambridge,1,1,11,2021,0,train,,,,
2021-11-03,MHN Cambridge,1,2,11,2021,0,train,,,,
2021-11-05,MHN Cambridge,1,4,11,2021,0,train,,,,
2021-11-06,MHN Cambridge,2,5,11,2021,1,train,,,,
2021-11-12,MHN Cambridge,2,4,11,2021,0,train,,,,
2021-11-14,MHN Cambridge,1,6,11,2021,1,train,,,,
2021-11-18,MHN Cambridge,3,3,11,2021,0,train,,,,
2021-11-20,MHN Cambridge,1,5,11,2021,1,train,,,,
2021-11-25,MHN Cambridge,1,3,11,2021,0,train,,,,
2021-11-28,MHN Cambridge,1,6,11,2021,1,train,,,,
2021-11-29,MHN Cambridge,1,0,11,2021,0,train,,,,
2021-12-03,MHN Cambridge,1,4,12,2021,0,train,,,,
2021-12-04,MHN Cambridge,1,5,12,2021,1,train,,,,
2021-12-06,MHN Cambridge,1,0,12,2021,0,train,,,,
2021-12-08,MHN Cambridge,1,2,12,2021,0,train,,,,
2021-12-10,MHN Cambridge,1,4,12,2021,0,train,,,,
2021-12-12,MHN Cambridge,3,6,12,2021,1,train,,,,
2021-12-14,MHN Cambridge,1,1,12,2021,0,train,,,,
2021-12-15,MHN Cambridge,1,2,12,2021,0,train,,,,
2021-12-16,MHN Cambridge,1,3,12,2021,0,train,,,,
2021-12-17,MHN Cambridge,1,4,12,2021,0,train,,,,
2021-12-19,MHN Cambridge,1,6,12,2021,1,train,,,,
2021-12-21,MHN Cambridge,1,1,12,2021,0,train,,,,
2021-12-22,MHN Cambridge,1,2,12,2021,0,train,,,,
2021-12-24,MHN Cambridge,2,4,12,2021,0,train,,,,
2021-12-26,MHN Cambridge,1,6,12,2021,1,train,,,,
2021-12-29,MHN Cambridge,1,2,12,2021,0,train,,,,
2021-12-30,MHN Cambridge,1,3,12,2021,0,train,,,,
2022-01-02,MHN Cambridge,1,6,1,2022,1,train,,,,
2022-01-03,MHN Cambridge,1,0,1,2022,0,train,,,,
2022-01-09,MHN Cambridge,1,6,1,2022,1,train,,,,
2022-01-10,MHN Cambridge,1,0,1,2022,0,train,,,,
2022-01-14,MHN Cambridge,1,4,1,2022,0,train,,,,
2022-01-16,MHN Cambridge,2,6,1,2022,1,train,,,,
2022-01-17,MHN Cambridge,1,0,1,2022,0,train,,,,
2022-01-18,MHN Cambridge,1,1,1,2022,0,train,,,,
2022-01-19,MHN Cambridge,2,2,1,2022,0,train,,,,
2022-01-21,MHN Cambridge,1,4,1,2022,0,train,,,,
2022-01-27,MHN Cambridge,1,3,1,2022,0,train,,,,
2022-01-28,MHN Cambridge,1,4,1,2022,0,train,,,,
2022-02-01,MHN Cambridge,1,1,2,2022,0,train,,,,
2022-02-08,MHN Cambridge,1,1,2,2022,0,train,,,,
2022-02-15,MHN Cambridge,1,1,2,2022,0,train,,,,
2022-02-19,MHN Cambridge,1,5,2,2022,1,train,,,,
2022-02-21,MHN Cambridge,1,0,2,2022,0,train,,,,
2022-02-23,MHN Cambridge,2,2,2,2022,0,train,,,,
2022-02-24,MHN Cambridge,1,3,2,2022,0,train,,,,
2022-02-26,MHN Cambridge,1,5,2,2022,1,train,,,,
2022-02-27,MHN Cambridge,1,6,2,2022,1,train,,,,
2022-02-28,MHN Cambridge,1,0,2,2022,0,train,,,,
2022-03-04,MHN Cambridge,2,4,3,2022,0,train,,,,
2022-03-05,MHN Cambridge,1,5,3,2022,1,train,,,,
2022-03-06,MHN Cambridge,1,6,3,2022,1,train,,,,
2022-03-08,MHN Cambridge,1,1,3,2022,0,train,,,,
2022-03-10,MHN Cambridge,1,3,3,2022,0,train,,,,
2022-03-11,MHN Cambridge,1,4,3,2022,0,train,,,,
2022-03-12,MHN Cambridge,1,5,3,2022,1,train,,,,
2022-03-13,MHN Cambridge,1,6,3,2022,1,train,,,,
2022-03-15,MHN Cambridge,1,1,3,2022,0,train,,,,
2022-03-17,MHN Cambridge,1,3,3,2022,0,train,,,,
2022-03-18,MHN Cambridge,1,4,3,2022,0,train,,,,
2022-03-25,MHN Cambridge,2,4,3,2022,0,train,,,,
2022-03-27,MHN Cambridge,1,6,3,2022,1,train,,,,
2022-03-28,MHN Cambridge,1,0,3,2022,0,train,,,,
2022-03-30,MHN Cambridge,1,2,3,2022,0,train,,,,
2022-04-09,MHN Cambridge,1,5,4,2022,1,train,,,,
2022-04-13,MHN Cambridge,1,2,4,2022,0,train,,,,
2022-04-16,MHN Cambridge,1,5,4,2022,1,train,,,,
2022-04-19,MHN Cambridge,1,1,4,2022,0,train,,,,
2022-04-22,MHN Cambridge,1,4,4,2022,0,train,,,,
2022-04-24,MHN Cambridge,1,6,4,2022,1,train,,,,
2022-04-25,MHN Cambridge,1,0,4,2022,0,train,,,,
2022-04-26,MHN Cambridge,1,1,4,2022,0,train,,,,
2022-04-29,MHN Cambridge,1,4,4,2022,0,train,,,,
2022-04-30,MHN Cambridge,1,5,4,2022,1,train,,,,
2022-05-04,MHN Cambridge,3,2,5,2022,0,train,,,,
2022-05-08,MHN Cambridge,2,6,5,2022,1,train,,,,
2022-05-13,MHN Cambridge,1,4,5,2022,0,train,,,,
2022-05-14,MHN Cambridge,1,5,5,2022,1,train,,,,
2022-05-23,MHN Cambridge,1,0,5,2022,0,train,,,,
2022-05-26,MHN Cambridge,1,3,5,2022,0,train,,,,
2022-05-27,MHN Cambridge,1,4,5,2022,0,train,,,,
2022-05-29,MHN Cambridge,1,6,5,2022,1,train,,,,
2022-05-30,MHN Cambridge,1,0,5,2022,0,train,,,,
2022-06-03,MHN Cambridge,1,4,6,2022,0,train,,,,
2022-06-05,MHN Cambridge,1,6,6,2022,1,train,,,,
2022-06-11,MHN Cambridge,2,5,6,2022,1,train,,,,
2022-06-16,MHN Cambridge,2,3,6,2022,0,train,,,,
2022-06-21,MHN Cambridge,1,1,6,2022,0,train,,,,
2022-07-03,MHN Cambridge,1,6,7,2022,1,train,,,,
2022-07-06,MHN Cambridge,1,2,7,2022,0,train,,,,
2022-07-07,MHN Cambridge,1,3,7,2022,0,train,,,,
2022-07-12,MHN Cambridge,1,1,7,2022,0,train,,,,
2022-07-13,MHN Cambridge,1,2,7,2022,0,train,,,,
2022-07-16,MHN Cambridge,2,5,7,2022,1,train,,,,
2022-07-19,MHN Cambridge,2,1,7,2022,0,train,,,,
2022-07-25,MHN Cambridge,1,0,7,2022,0,train,,,,
2022-07-30,MHN Cambridge,1,5,7,2022,1,train,,,,
2022-08-01,MHN Cambridge,1,0,8,2022,0,train,,,,
2022-08-02,MHN Cambridge,1,1,8,2022,0,train,,,,
2022-08-04,MHN Cambridge,2,3,8,2022,0,train,,,,
2022-08-06,MHN Cambridge,1,5,8,2022,1,train,,,,
2022-08-08,MHN Cambridge,1,0,8,2022,0,train,,,,
2022-08-11,MHN Cambridge,1,3,8,2022,0,train,,,,
2022-08-12,MHN Cambridge,1,4,8,2022,0,train,,,,
2022-08-14,MHN Cambridge,1,6,8,2022,1,train,,,,
2022-08-17,MHN Cambridge,1,2,8,2022,0,train,,,,
2022-08-21,MHN Cambridge,1,6,8,2022,1,train,,,,
2022-08-26,MHN Cambridge,1,4,8,2022,0,train,,,,
2022-08-28,MHN Cambridge,1,6,8,2022,1,train,,,,
2022-08-30,MHN Cambridge,2,1,8,2022,0,train,,,,
2022-09-03,MHN Cambridge,1,5,9,2022,1,train,,,,
2022-09-04,MHN Cambridge,1,6,9,2022,1,train,,,,
2022-09-07,MHN Cambridge,1,2,9,2022,0,train,,,,
2022-09-11,MHN Cambridge,1,6,9,2022,1,train,,,,
2022-09-12,MHN Cambridge,1,0,9,2022,0,train,,,,
2022-09-18,MHN Cambridge,1,6,9,2022,1,train,,,,
2022-09-23,MHN Cambridge,1,4,9,2022,0,train,,,,
2022-09-25,MHN Cambridge,1,6,9,2022,1,train,,,,
2022-09-29,MHN Cambridge,1,3,9,2022,0,train,,,,
2022-10-02,MHN Cambridge,1,6,10,2022,1,train,,,,
2022-10-03,MHN Cambridge,1,0,10,2022,0,train,,,,
2022-10-05,MHN Cambridge,1,2,10,2022,0,train,,,,
2022-10-08,MHN Cambridge,1,5,10,2022,1,train,,,,
2022-10-10,MHN Cambridge,1,0,10,2022,0,train,,,,
2022-10-12,MHN Cambridge,1,2,10,2022,0,train,,,,
2022-10-13,MHN Cambridge,2,3,10,2022,0,train,,,,
2022-10-14,MHN Cambridge,2,4,10,2022,0,train,,,,
2022-10-16,MHN Cambridge,1,6,10,2022,1,train,,,,
2022-10-29,MHN Cambridge,1,5,10,2022,1,train,,,,
2022-11-03,MHN Cambridge,2,3,11,2022,0,train,,,,
2022-11-08,MHN Cambridge,2,1,11,2022,0,train,,,,
2022-11-09,MHN Cambridge,1,2,11,2022,0,train,,,,
2022-11-11,MHN Cambridge,1,4,11,2022,0,train,,,,
2022-11-13,MHN Cambridge,1,6,11,2022,1,train,,,,
2022-11-18,MHN Cambridge,2,4,11,2022,0,train,,,,
2022-11-20,MHN Cambridge,1,6,11,2022,1,train,,,,
2022-11-24,MHN Cambridge,1,3,11,2022,0,train,,,,
2022-11-25,MHN Cambridge,1,4,11,2022,0,train,,,,
2022-11-28,MHN Cambridge,2,0,11,2022,0,train,,,,
2022-11-29,MHN Cambridge,1,1,11,2022,0,train,,,,
2022-12-01,MHN Cambridge,1,3,12,2022,0,train,,,,
2022-12-06,MHN Cambridge,1,1,12,2022,0,train,,,,
2022-12-08,MHN Cambridge,1,3,12,2022,0,train,,,,
2022-12-10,MHN Cambridge,1,5,12,2022,1,train,,,,
2022-12-21,MHN Cambridge,1,2,12,2022,0,train,,,,
2022-12-23,MHN Cambridge,1,4,12,2022,0,train,,,,
2022-12-25,MHN Cambridge,1,6,12,2022,1,train,,,,
2022-12-27,MHN Cambridge,1,1,12,2022,0,train,,,,
2022-12-28,MHN Cambridge,1,2,12,2022,0,train,,,,
2022-12-29,MHN Cambridge,1,3,12,2022,0,train,,,,
2022-12-30,MHN Cambridge,1,4,12,2022,0,train,,,,
2023-01-07,MHN Cambridge,1,5,1,2023,1,train,,,,
2023-01-17,MHN Cambridge,1,1,1,2023,0,train,,,,
2023-01-20,MHN Cambridge,1,4,1,2023,0,train,,,,
2023-01-26,MHN Cambridge,1,3,1,2023,0,train,,,,
2023-01-27,MHN Cambridge,1,4,1,2023,0,train,,,,
2023-02-01,MHN Cambridge,1,2,2,2023,0,train,,,,
2023-02-02,MHN Cambridge,1,3,2,2023,0,train,,,,
2023-02-04,MHN Cambridge,1,5,2,2023,1,train,,,,
2023-02-05,MHN Cambridge,1,6,2,2023,1,train,,,,
2023-02-06,MHN Cambridge,2,0,2,2023,0,train,,,,
2023-02-07,MHN Cambridge,1,1,2,2023,0,train,,,,
2023-02-08,MHN Cambridge,1,2,2,2023,0,train,,,,
2023-02-10,MHN Cambridge,1,4,2,2023,0,train,,,,
2023-02-11,MHN Cambridge,2,5,2,2023,1,train,,,,
2023-02-12,MHN Cambridge,1,6,2,2023,1,train,,,,
2023-02-13,MHN Cambridge,2,0,2,2023,0,train,,,,
2023-02-16,MHN Cambridge,1,3,2,2023,0,train,,,,
2023-02-18,MHN Cambridge,1,5,2,2023,1,train,,,,
2023-02-20,MHN Cambridge,1,0,2,2023,0,train,,,,
2023-02-23,MHN Cambridge,1,3,2,2023,0,train,,,,
2023-03-05,MHN Cambridge,2,6,3,2023,1,train,,,,
2023-03-12,MHN Cambridge,1,6,3,2023,1,train,,,,
2023-03-13,MHN Cambridge,1,0,3,2023,0,train,,,,
2023-03-15,MHN Cambridge,1,2,3,2023,0,train,,,,
2023-03-17,MHN Cambridge,1,4,3,2023,0,train,,,,
2023-03-19,MHN Cambridge,2,6,3,2023,1,train,,,,
2023-03-22,MHN Cambridge,3,2,3,2023,0,train,,,,
2023-03-24,MHN Cambridge,1,4,3,2023,0,train,,,,
